customer_id,Age,Age_score,balance,Balance-Score,day_since_last_contact,pday-Score,Campaign,Campaign_Score,Total_Score,Risk Category
34,60,35,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
35,57,35,"  $10,635.00  ",35,-1,0,1,30,100,Low Risk
36,36,25,  $63.00  ,10,-1,0,1,30,65,Medium Risk
37,55,35,  $-7.00  ,0,-1,0,1,30,65,Medium Risk
38,60,35,  $-3.00  ,0,-1,0,1,30,65,Medium Risk
39,39,25,  $506.00  ,25,-1,0,1,30,80,Low Risk
40,46,35,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
41,44,35,"  $2,586.00  ",35,-1,0,1,30,100,Low Risk
42,53,35,  $49.00  ,10,-1,0,2,20,65,Medium Risk
43,52,35,  $104.00  ,10,-1,0,1,30,75,Low Risk
44,59,35,  $529.00  ,25,-1,0,1,30,90,Low Risk
45,27,25,  $96.00  ,10,-1,0,1,30,65,Medium Risk
46,44,35,  $-171.00  ,0,-1,0,1,30,65,Medium Risk
47,47,35,  $-364.00  ,0,-1,0,1,30,65,Medium Risk
48,34,25,  $-    ,#VALUE!,-1,0,2,20,#VALUE!,
49,59,35,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
50,45,35,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
51,29,25,"  $1,291.00  ",25,-1,0,1,30,80,Low Risk
52,46,35,  $-244.00  ,0,-1,0,1,30,65,Medium Risk
53,56,35,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
54,36,25,  $-76.00  ,0,-1,0,1,30,55,Medium Risk
55,59,35,  $-103.00  ,0,-1,0,1,30,65,Medium Risk
56,44,35,  $243.00  ,10,-1,0,1,30,75,Low Risk
57,41,35,  $424.00  ,10,-1,0,1,30,75,Low Risk
58,33,25,  $306.00  ,10,-1,0,1,30,65,Medium Risk
59,59,35,  $24.00  ,10,-1,0,1,30,75,Low Risk
60,57,35,  $179.00  ,10,-1,0,1,30,75,Low Risk
61,56,35,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
62,51,35,  $989.00  ,25,-1,0,1,30,90,Low Risk
63,34,25,  $249.00  ,10,-1,0,1,30,65,Medium Risk
64,43,35,  $790.00  ,25,-1,0,1,30,90,Low Risk
65,52,35,  $154.00  ,10,-1,0,1,30,75,Low Risk
66,33,25,"  $6,530.00  ",35,-1,0,1,30,90,Low Risk
67,42,35,  $100.00  ,10,-1,0,1,30,75,Low Risk
68,29,25,  $59.00  ,10,-1,0,1,30,65,Medium Risk
69,34,25,"  $1,205.00  ",25,-1,0,2,20,70,Medium Risk
70,31,25,"  $12,223.00  ",35,-1,0,1,30,90,Low Risk
71,51,35,"  $5,935.00  ",35,-1,0,1,30,100,Low Risk
72,55,35,  $25.00  ,10,-1,0,1,30,75,Low Risk
73,55,35,  $282.00  ,10,-1,0,1,30,75,Low Risk
74,57,35,  $23.00  ,10,-1,0,1,30,75,Low Risk
75,32,25,"  $1,937.00  ",25,-1,0,1,30,80,Low Risk
76,36,25,  $384.00  ,10,-1,0,1,30,65,Medium Risk
77,38,25,  $582.00  ,25,-1,0,1,30,80,Low Risk
78,53,35,  $91.00  ,10,-1,0,1,30,75,Low Risk
79,55,35,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
80,28,25,  $1.00  ,10,-1,0,1,30,65,Medium Risk
81,50,35,  $206.00  ,10,-1,0,1,30,75,Low Risk
82,23,10,  $164.00  ,10,-1,0,1,30,50,Medium Risk
83,31,25,  $690.00  ,25,-1,0,1,30,80,Low Risk
84,54,35,"  $2,343.00  ",35,-1,0,1,30,100,Low Risk
85,55,35,  $137.00  ,10,-1,0,1,30,75,Low Risk
86,32,25,  $173.00  ,10,-1,0,2,20,55,Medium Risk
87,43,35,  $45.00  ,10,-1,0,1,30,75,Low Risk
88,32,25,"  $1,270.00  ",25,-1,0,1,30,80,Low Risk
89,46,35,  $16.00  ,10,-1,0,2,20,65,Medium Risk
90,53,35,  $486.00  ,10,-1,0,2,20,65,Medium Risk
91,58,35,  $50.00  ,10,-1,0,1,30,75,Low Risk
92,34,25,  $152.00  ,10,-1,0,2,20,55,Medium Risk
93,57,35,  $290.00  ,10,-1,0,1,30,75,Low Risk
94,37,25,  $54.00  ,10,-1,0,1,30,65,Medium Risk
95,59,35,  $-37.00  ,0,-1,0,1,30,65,Medium Risk
96,33,25,  $101.00  ,10,-1,0,1,30,65,Medium Risk
97,56,35,  $383.00  ,10,-1,0,1,30,75,Low Risk
98,48,35,  $81.00  ,10,-1,0,1,30,75,Low Risk
99,44,35,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
100,43,35,  $229.00  ,10,-1,0,1,30,75,Low Risk
101,54,35,  $-674.00  ,0,-1,0,1,30,65,Medium Risk
102,43,35,  $90.00  ,10,-1,0,1,30,75,Low Risk
103,56,35,  $128.00  ,10,-1,0,1,30,75,Low Risk
104,54,35,  $179.00  ,10,-1,0,3,20,65,Medium Risk
105,35,25,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
106,55,35,  $54.00  ,10,-1,0,1,30,75,Low Risk
107,44,35,  $151.00  ,10,-1,0,1,30,75,Low Risk
108,33,25,  $61.00  ,10,-1,0,1,30,65,Medium Risk
109,37,25,  $30.00  ,10,-1,0,1,30,65,Medium Risk
110,33,25,  $523.00  ,25,-1,0,2,20,70,Medium Risk
111,35,25,  $31.00  ,10,-1,0,1,30,65,Medium Risk
112,46,35,  $79.00  ,10,-1,0,1,30,75,Low Risk
113,36,25,  $-34.00  ,0,-1,0,2,20,45,Medium Risk
114,47,35,  $448.00  ,10,-1,0,1,30,75,Low Risk
115,51,35,  $81.00  ,10,-1,0,1,30,75,Low Risk
116,51,35,  $144.00  ,10,-1,0,2,20,65,Medium Risk
117,26,25,  $351.00  ,10,-1,0,1,30,65,Medium Risk
118,38,25,  $-67.00  ,0,-1,0,1,30,55,Medium Risk
119,40,25,  $262.00  ,10,-1,0,1,30,65,Medium Risk
120,42,35,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
121,33,25,  $56.00  ,10,-1,0,1,30,65,Medium Risk
122,35,25,  $26.00  ,10,-1,0,1,30,65,Medium Risk
123,40,25,  $3.00  ,10,-1,0,3,20,55,Medium Risk
124,36,25,  $41.00  ,10,-1,0,2,20,55,Medium Risk
125,51,35,  $7.00  ,10,-1,0,1,30,75,Low Risk
126,28,25,  $105.00  ,10,-1,0,2,20,55,Medium Risk
127,39,25,  $818.00  ,25,-1,0,1,30,80,Low Risk
128,58,35,  $-16.00  ,0,-1,0,1,30,65,Medium Risk
129,42,35,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
130,49,35,"  $2,476.00  ",35,-1,0,1,30,100,Low Risk
131,50,35,"  $1,185.00  ",25,-1,0,1,30,90,Low Risk
132,48,35,  $217.00  ,10,-1,0,1,30,75,Low Risk
133,41,35,"  $1,685.00  ",25,-1,0,1,30,90,Low Risk
134,32,25,  $802.00  ,25,-1,0,2,20,70,Medium Risk
135,51,35,  $-    ,#VALUE!,-1,0,2,20,#VALUE!,
136,60,35,  $94.00  ,10,-1,0,1,30,75,Low Risk
137,52,35,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
138,31,25,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
139,55,35,  $517.00  ,25,-1,0,1,30,90,Low Risk
140,40,25,  $265.00  ,10,-1,0,1,30,65,Medium Risk
141,48,35,  $947.00  ,25,-1,0,1,30,90,Low Risk
142,48,35,  $3.00  ,10,-1,0,1,30,75,Low Risk
143,47,35,  $42.00  ,10,-1,0,1,30,75,Low Risk
144,39,25,  $37.00  ,10,-1,0,1,30,65,Medium Risk
145,47,35,  $57.00  ,10,-1,0,1,30,75,Low Risk
146,57,35,  $22.00  ,10,-1,0,1,30,75,Low Risk
147,41,35,  $8.00  ,10,-1,0,2,20,65,Medium Risk
148,58,35,  $293.00  ,10,-1,0,1,30,75,Low Risk
149,48,35,  $3.00  ,10,-1,0,2,20,65,Medium Risk
150,40,25,  $348.00  ,10,-1,0,2,20,55,Medium Risk
151,43,35,  $-19.00  ,0,-1,0,2,20,55,Medium Risk
152,42,35,  $-    ,#VALUE!,-1,0,2,20,#VALUE!,
153,41,35,  $-4.00  ,0,-1,0,1,30,65,Medium Risk
154,45,35,  $18.00  ,10,-1,0,1,30,75,Low Risk
155,29,25,  $139.00  ,10,-1,0,2,20,55,Medium Risk
156,26,25,  $-    ,#VALUE!,-1,0,2,20,#VALUE!,
157,52,35,"  $1,883.00  ",25,-1,0,1,30,90,Low Risk
158,30,25,  $216.00  ,10,-1,0,1,30,65,Medium Risk
159,53,35,  $782.00  ,25,-1,0,3,20,80,Low Risk
160,54,35,  $904.00  ,25,-1,0,2,20,80,Low Risk
161,58,35,"  $1,705.00  ",25,-1,0,1,30,90,Low Risk
162,45,35,  $47.00  ,10,-1,0,1,30,75,Low Risk
163,58,35,  $176.00  ,10,-1,0,2,20,65,Medium Risk
164,49,35,"  $1,225.00  ",25,-1,0,5,10,70,Medium Risk
165,57,35,  $86.00  ,10,-1,0,1,30,75,Low Risk
166,54,35,  $82.00  ,10,-1,0,1,30,75,Low Risk
167,51,35,  $271.00  ,10,-1,0,1,30,75,Low Risk
168,50,35,"  $1,378.00  ",25,-1,0,1,30,90,Low Risk
169,35,25,  $184.00  ,10,-1,0,2,20,55,Medium Risk
170,42,35,  $-    ,#VALUE!,-1,0,3,20,#VALUE!,
171,45,35,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
172,44,35,"  $1,357.00  ",25,-1,0,1,30,90,Low Risk
173,53,35,  $19.00  ,10,-1,0,1,30,75,Low Risk
174,57,35,  $434.00  ,10,-1,0,1,30,75,Low Risk
175,51,35,  $92.00  ,10,-1,0,1,30,75,Low Risk
176,32,25,"  $1,151.00  ",25,-1,0,1,30,80,Low Risk
177,53,35,  $41.00  ,10,-1,0,2,20,65,Medium Risk
178,35,25,  $51.00  ,10,-1,0,2,20,55,Medium Risk
179,60,35,  $214.00  ,10,-1,0,2,20,65,Medium Risk
180,53,35,"  $1,161.00  ",25,-1,0,1,30,90,Low Risk
181,41,35,  $37.00  ,10,-1,0,1,30,75,Low Risk
182,48,35,  $787.00  ,25,-1,0,2,20,80,Low Risk
183,43,35,  $59.00  ,10,-1,0,1,30,75,Low Risk
184,40,25,  $253.00  ,10,-1,0,1,30,65,Medium Risk
185,50,35,  $211.00  ,10,-1,0,2,20,65,Medium Risk
186,34,25,  $235.00  ,10,-1,0,1,30,65,Medium Risk
187,34,25,"  $4,384.00  ",35,-1,0,1,30,90,Low Risk
188,60,35,"  $4,080.00  ",35,-1,0,1,30,100,Low Risk
189,54,35,  $53.00  ,10,-1,0,1,30,75,Low Risk
190,51,35,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
191,33,25,"  $2,127.00  ",35,-1,0,1,30,90,Low Risk
192,53,35,  $377.00  ,10,-1,0,1,30,75,Low Risk
193,45,35,  $73.00  ,10,-1,0,2,20,65,Medium Risk
194,28,25,  $445.00  ,10,-1,0,1,30,65,Medium Risk
195,39,25,  $243.00  ,10,-1,0,1,30,65,Medium Risk
196,56,35,  $307.00  ,10,-1,0,2,20,65,Medium Risk
197,32,25,  $155.00  ,10,-1,0,1,30,65,Medium Risk
198,25,25,  $173.00  ,10,-1,0,1,30,65,Medium Risk
199,40,25,  $400.00  ,10,-1,0,1,30,65,Medium Risk
200,44,35,"  $1,428.00  ",25,-1,0,2,20,80,Low Risk
201,39,25,  $219.00  ,10,-1,0,1,30,65,Medium Risk
202,52,35,  $7.00  ,10,-1,0,1,30,75,Low Risk
203,49,35,  $575.00  ,25,-1,0,1,30,90,Low Risk
204,44,35,  $298.00  ,10,-1,0,2,20,65,Medium Risk
205,46,35,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
206,32,25,"  $5,699.00  ",35,-1,0,2,20,80,Low Risk
207,36,25,  $176.00  ,10,-1,0,1,30,65,Medium Risk
208,55,35,  $517.00  ,25,-1,0,1,30,90,Low Risk
209,39,25,  $257.00  ,10,-1,0,1,30,65,Medium Risk
210,57,35,  $56.00  ,10,-1,0,1,30,75,Low Risk
211,46,35,  $-390.00  ,0,-1,0,1,30,65,Medium Risk
212,40,25,  $330.00  ,10,-1,0,2,20,55,Medium Risk
213,45,35,  $195.00  ,10,-1,0,2,20,65,Medium Risk
214,38,25,  $301.00  ,10,-1,0,1,30,65,Medium Risk
215,49,35,  $-41.00  ,0,-1,0,1,30,65,Medium Risk
216,43,35,  $483.00  ,10,-1,0,1,30,75,Low Risk
217,39,25,  $28.00  ,10,-1,0,2,20,55,Medium Risk
218,54,35,  $13.00  ,10,-1,0,3,20,65,Medium Risk
219,34,25,  $965.00  ,25,-1,0,1,30,80,Low Risk
220,38,25,  $378.00  ,10,-1,0,2,20,55,Medium Risk
221,60,35,  $219.00  ,10,-1,0,1,30,75,Low Risk
222,36,25,  $324.00  ,10,-1,0,1,30,65,Medium Risk
223,40,25,  $-69.00  ,0,-1,0,1,30,55,Medium Risk
224,59,35,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
225,55,35,  $205.00  ,10,-1,0,1,30,75,Low Risk
226,51,35,  $278.00  ,10,-1,0,2,20,65,Medium Risk
227,42,35,"  $1,065.00  ",25,-1,0,3,20,80,Low Risk
228,59,35,  $34.00  ,10,-1,0,1,30,75,Low Risk
229,57,35,"  $1,033.00  ",25,-1,0,2,20,80,Low Risk
230,39,25,"  $1,467.00  ",25,-1,0,1,30,80,Low Risk
231,31,25,  $-12.00  ,0,-1,0,1,30,55,Medium Risk
232,40,25,  $388.00  ,10,-1,0,2,20,55,Medium Risk
233,32,25,  $294.00  ,10,-1,0,2,20,55,Medium Risk
234,44,35,"  $1,827.00  ",25,-1,0,1,30,90,Low Risk
235,25,25,  $627.00  ,25,-1,0,1,30,80,Low Risk
236,55,35,  $25.00  ,10,-1,0,1,30,75,Low Risk
237,33,25,  $315.00  ,10,-1,0,2,20,55,Medium Risk
238,53,35,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
239,45,35,  $66.00  ,10,-1,0,1,30,75,Low Risk
240,36,25,  $-9.00  ,0,-1,0,1,30,55,Medium Risk
241,35,25,  $349.00  ,10,-1,0,1,30,65,Medium Risk
242,40,25,  $100.00  ,10,-1,0,1,30,65,Medium Risk
243,37,25,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
244,58,35,  $434.00  ,10,-1,0,1,30,75,Low Risk
245,46,35,"  $3,237.00  ",35,-1,0,3,20,90,Low Risk
246,35,25,  $275.00  ,10,-1,0,2,20,55,Medium Risk
247,49,35,  $-    ,#VALUE!,-1,0,2,20,#VALUE!,
248,48,35,  $207.00  ,10,-1,0,1,30,75,Low Risk
249,34,25,  $483.00  ,10,-1,0,1,30,65,Medium Risk
250,42,35,"  $2,248.00  ",35,-1,0,2,20,90,Low Risk
251,36,25,  $428.00  ,10,-1,0,1,30,65,Medium Risk
252,27,25,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
253,24,10,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
254,44,35,  $140.00  ,10,-1,0,1,30,75,Low Risk
255,34,25,  $297.00  ,10,-1,0,1,30,65,Medium Risk
256,50,35,  $279.00  ,10,-1,0,1,30,75,Low Risk
257,51,35,  $901.00  ,25,-1,0,3,20,80,Low Risk
258,60,35,"  $2,573.00  ",35,-1,0,2,20,90,Low Risk
259,39,25,  $143.00  ,10,-1,0,1,30,65,Medium Risk
260,54,35,  $475.00  ,10,-1,0,2,20,65,Medium Risk
261,48,35,  $70.00  ,10,-1,0,2,20,65,Medium Risk
262,50,35,  $318.00  ,10,-1,0,2,20,65,Medium Risk
263,32,25,  $275.00  ,10,-1,0,1,30,65,Medium Risk
264,58,35,  $742.00  ,25,-1,0,3,20,80,Low Risk
265,42,35,  $236.00  ,10,-1,0,1,30,75,Low Risk
266,59,35,  $25.00  ,10,-1,0,2,20,65,Medium Risk
267,50,35,  $600.00  ,25,-1,0,1,30,90,Low Risk
268,46,35,  $-349.00  ,0,-1,0,2,20,55,Medium Risk
269,40,25,  $183.00  ,10,-1,0,2,20,55,Medium Risk
270,36,25,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
271,38,25,  $-    ,#VALUE!,-1,0,2,20,#VALUE!,
272,58,35,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
273,46,35,"  $1,078.00  ",25,-1,0,4,10,70,Medium Risk
274,44,35,  $155.00  ,10,-1,0,3,20,65,Medium Risk
275,37,25,  $190.00  ,10,-1,0,2,20,55,Medium Risk
276,43,35,  $319.00  ,10,-1,0,3,20,65,Medium Risk
277,34,25,  $-185.00  ,0,-1,0,3,20,45,Medium Risk
278,44,35,  $47.00  ,10,-1,0,2,20,65,Medium Risk
279,38,25,  $570.00  ,25,-1,0,2,20,70,Medium Risk
280,40,25,  $19.00  ,10,-1,0,2,20,55,Medium Risk
281,23,10,  $61.00  ,10,-1,0,3,20,40,High Risk
282,37,25,  $-62.00  ,0,-1,0,2,20,45,Medium Risk
283,34,25,  $258.00  ,10,-1,0,4,10,45,Medium Risk
284,33,25,  $76.00  ,10,-1,0,2,20,55,Medium Risk
285,38,25,  $-    ,#VALUE!,-1,0,2,20,#VALUE!,
286,35,25,  $352.00  ,10,-1,0,2,20,55,Medium Risk
287,58,35,  $368.00  ,10,-1,0,2,20,65,Medium Risk
288,39,25,  $339.00  ,10,-1,0,3,20,55,Medium Risk
289,43,35,"  $1,331.00  ",25,-1,0,2,20,80,Low Risk
290,39,25,  $672.00  ,25,-1,0,2,20,70,Medium Risk
291,37,25,  $58.00  ,10,-1,0,2,20,55,Medium Risk
292,36,25,  $447.00  ,10,-1,0,2,20,55,Medium Risk
293,25,25,  $423.00  ,10,-1,0,3,20,55,Medium Risk
294,57,35,  $-    ,#VALUE!,-1,0,2,20,#VALUE!,
295,48,35,  $19.00  ,10,-1,0,4,10,55,Medium Risk
296,36,25,  $13.00  ,10,-1,0,2,20,55,Medium Risk
297,49,35,  $3.00  ,10,-1,0,2,20,65,Medium Risk
298,50,35,  $82.00  ,10,-1,0,2,20,65,Medium Risk
299,55,35,  $28.00  ,10,-1,0,3,20,65,Medium Risk
300,44,35,  $792.00  ,25,-1,0,2,20,80,Low Risk
301,44,35,  $408.00  ,10,-1,0,2,20,65,Medium Risk
302,39,25,  $531.00  ,25,-1,0,2,20,70,Medium Risk
303,46,35,  $211.00  ,10,-1,0,2,20,65,Medium Risk
304,39,25,  $62.00  ,10,-1,0,2,20,55,Medium Risk
305,40,25,  $257.00  ,10,-1,0,2,20,55,Medium Risk
306,38,25,"  $1,234.00  ",25,-1,0,2,20,70,Medium Risk
307,34,25,  $313.00  ,10,-1,0,2,20,55,Medium Risk
308,43,35,  $89.00  ,10,-1,0,3,20,65,Medium Risk
309,40,25,  $129.00  ,10,-1,0,2,20,55,Medium Risk
310,54,35,  $-    ,#VALUE!,-1,0,2,20,#VALUE!,
311,33,25,  $353.00  ,10,-1,0,2,20,55,Medium Risk
312,50,35,  $851.00  ,25,-1,0,2,20,80,Low Risk
313,55,35,  $96.00  ,10,-1,0,2,20,65,Medium Risk
314,31,25,  $398.00  ,10,-1,0,2,20,55,Medium Risk
315,37,25,  $193.00  ,10,-1,0,2,20,55,Medium Risk
316,39,25,  $-358.00  ,0,-1,0,2,20,45,Medium Risk
317,38,25,  $539.00  ,25,-1,0,2,20,70,Medium Risk
318,51,35,  $-    ,#VALUE!,-1,0,2,20,#VALUE!,
319,41,35,  $-    ,#VALUE!,-1,0,2,20,#VALUE!,
320,41,35,  $490.00  ,10,-1,0,2,20,65,Medium Risk
321,43,35,  $-    ,#VALUE!,-1,0,2,20,#VALUE!,
322,49,35,  $403.00  ,10,-1,0,2,20,65,Medium Risk
323,40,25,  $161.00  ,10,-1,0,3,20,55,Medium Risk
324,30,25,"  $2,558.00  ",35,-1,0,2,20,80,Low Risk
325,43,35,  $98.00  ,10,-1,0,2,20,65,Medium Risk
326,54,35,  $115.00  ,10,-1,0,4,10,55,Medium Risk
327,38,25,  $436.00  ,10,-1,0,3,20,55,Medium Risk
328,43,35,  $831.00  ,25,-1,0,3,20,80,Low Risk
329,59,35,  $206.00  ,10,-1,0,3,20,65,Medium Risk
330,58,35,  $290.00  ,10,-1,0,2,20,65,Medium Risk
331,57,35,  $1.00  ,10,-1,0,3,20,65,Medium Risk
332,32,25,  $57.00  ,10,-1,0,2,20,55,Medium Risk
333,47,35,  $-457.00  ,0,-1,0,2,20,55,Medium Risk
334,56,35,"  $1,387.00  ",25,-1,0,5,10,70,Medium Risk
335,58,35,"  $24,598.00  ",35,-1,0,3,20,90,Low Risk
336,40,25,  $30.00  ,10,-1,0,4,10,45,Medium Risk
337,32,25,"  $1,022.00  ",25,-1,0,2,20,70,Medium Risk
338,29,25,  $56.00  ,10,-1,0,2,20,55,Medium Risk
339,36,25,  $-2.00  ,0,-1,0,3,20,45,Medium Risk
340,55,35,  $121.00  ,10,-1,0,2,20,65,Medium Risk
341,30,25,  $842.00  ,25,-1,0,3,20,70,Medium Risk
342,39,25,  $693.00  ,25,-1,0,3,20,70,Medium Risk
343,39,25,  $-333.00  ,0,-1,0,2,20,45,Medium Risk
344,50,35,"  $1,533.00  ",25,-1,0,2,20,80,Low Risk
345,55,35,  $46.00  ,10,-1,0,4,10,55,Medium Risk
346,29,25,  $18.00  ,10,-1,0,2,20,55,Medium Risk
347,54,35,  $44.00  ,10,-1,0,4,10,55,Medium Risk
348,60,35,  $-100.00  ,0,-1,0,2,20,55,Medium Risk
349,48,35,  $510.00  ,25,-1,0,4,10,70,Medium Risk
350,37,25,  $685.00  ,25,-1,0,3,20,70,Medium Risk
351,32,25,  $187.00  ,10,-1,0,2,20,55,Medium Risk
352,46,35,  $66.00  ,10,-1,0,2,20,65,Medium Risk
353,42,35,  $560.00  ,25,-1,0,3,20,80,Low Risk
354,27,25,  $-    ,#VALUE!,-1,0,2,20,#VALUE!,
355,24,10,  $27.00  ,10,-1,0,3,20,40,High Risk
356,43,35,  $12.00  ,10,-1,0,2,20,65,Medium Risk
357,38,25,  $34.00  ,10,-1,0,4,10,45,Medium Risk
358,32,25,"  $1,068.00  ",25,-1,0,2,20,70,Medium Risk
359,38,25,  $211.00  ,10,-1,0,4,10,45,Medium Risk
360,40,25,  $377.00  ,10,-1,0,2,20,55,Medium Risk
361,47,35,  $263.00  ,10,-1,0,2,20,65,Medium Risk
362,38,25,"  $1,263.00  ",25,-1,0,2,20,70,Medium Risk
363,34,25,  $8.00  ,10,-1,0,3,20,55,Medium Risk
364,40,25,  $126.00  ,10,-1,0,2,20,55,Medium Risk
365,46,35,  $230.00  ,10,-1,0,3,20,65,Medium Risk
366,47,35,  $841.00  ,25,-1,0,1,30,90,Low Risk
367,42,35,  $308.00  ,10,-1,0,1,30,75,Low Risk
368,48,35,  $1.00  ,10,-1,0,1,30,75,Low Risk
369,29,25,  $86.00  ,10,-1,0,1,30,65,Medium Risk
370,46,35,  $157.00  ,10,-1,0,1,30,75,Low Risk
371,49,35,  $22.00  ,10,-1,0,1,30,75,Low Risk
372,50,35,  $46.00  ,10,-1,0,1,30,75,Low Risk
373,50,35,"  $1,293.00  ",25,-1,0,1,30,90,Low Risk
374,34,25,  $122.00  ,10,-1,0,1,30,65,Medium Risk
375,52,35,  $131.00  ,10,-1,0,1,30,75,Low Risk
376,40,25,  $143.00  ,10,-1,0,1,30,65,Medium Risk
377,50,35,  $393.00  ,10,-1,0,2,20,65,Medium Risk
378,36,25,  $98.00  ,10,-1,0,1,30,65,Medium Risk
379,58,35,  $-    ,#VALUE!,-1,0,1,30,#VALUE!,
380,59,35,  $224.00  ,10,-1,0,1,30,75,Low Risk
381,46,35,  $757.00  ,25,-1,0,1,30,90,Low Risk
382,45,35,  $245.00  ,10,-1,0,1,30,75,Low Risk
383,36,25,"  $8,486.00  ",35,-1,0,3,20,80,Low Risk
384,56,35,  $350.00  ,10,-1,0,1,30,75,Low Risk
385,42,35,  $20.00  ,10,-1,0,1,30,75,Low Risk
386,44,35,"  $1,667.00  ",25,-1,0,1,30,90,Low Risk
387,38,25,  $345.00  ,10,-1,0,1,30,65,Medium Risk
388,37,25,  $10.00  ,10,-1,0,4,10,45,Medium Risk
389,30,25,  $830.00  ,25,-1,0,1,30,80,Low Risk
390,46,35,  $29.00  ,10,-1,0,1,30,75,Low Risk
391,30,25,  $545.00  ,25,-1,0,1,30,80,Low Risk
392,32,25,"  $8,730.00  ",35,-1,0,1,30,90,Low Risk
393,47,35,  $477.00  ,10,-1,0,1,30,75,Low Risk
394,51,35,  $4.00  ,10,-1,0,1,30,75,Low Risk
395,33,25,"  $1,205.00  ",25,-1,0,2,20,70,Medium Risk
396,46,35,  $-    ,#VALUE!,-1,0,3,20,#VALUE!,
397,36,25,  $263.00  ,10,-1,0,1,30,65,Medium Risk
398,32,25,  $1.00  ,10,-1,0,1,30,65,Medium Risk
399,39,25,  $283.00  ,10,-1,0,1,30,65,Medium Risk
400,56,35,  $206.00  ,10,-1,0,1,30,75,Low Risk
401,39,25,  $17.00  ,10,-1,0,1,30,65,Medium Risk
402,37,25,  $141.00  ,10,-1,0,1,30,65,Medium Risk
403,42,35,  $16.00  ,10,-1,0,1,30,75,Low Risk
404,29,25,  $206.00  ,10,-1,0,1,30,65,Medium Risk
405,52,35,  $7.00  ,10,-1,0,2,20,65,Medium Risk
